CustomerID,Country,CountryGroup,MonetaryValue,FirstOrderDate,LastOrderDate,Recency,Freq
12410,Switzerland,Europe,681.0799999999999,2011-02-04,2011-02-04,-309.0,0.022727272727272728
12412,Denmark,Europe,1226.8799999999999,2011-06-23,2011-09-26,-75.0,0.1242603550295858
12413,France,Europe,694.15,2011-01-06,2011-10-04,-67.0,0.06231454005934718
12414,Austria,Europe,562.41,2011-02-02,2011-05-06,-218.0,0.06774193548387097
12415,Australia,NotEurope,123725.44999999987,2011-01-06,2011-11-15,-25.0,0.31157270029673595
12417,Belgium,Europe,3578.8,2010-12-17,2011-12-06,-4.0,0.17647058823529413
12418,Switzerland,Europe,668.5799999999997,2011-08-19,2011-08-19,-113.0,0.0625
12420,Cyprus,Europe,600.3900000000001,2011-10-07,2011-10-07,-64.0,0.1111111111111111
12421,Spain,Europe,806.2700000000002,2011-01-24,2011-11-24,-16.0,0.0877742946708464
12422,Australia,NotEurope,803.5599999999998,2011-01-19,2011-09-05,-96.0,0.06481481481481481
12423,Belgium,Europe,1849.1100000000001,2010-12-21,2011-12-09,-1.0,0.15864022662889518
12424,Australia,NotEurope,1760.9599999999998,2011-06-30,2011-06-30,-163.0,0.043209876543209874
12425,Portugal,Europe,777.1999999999999,2011-09-22,2011-09-22,-79.0,0.08974358974358974
12426,Germany,Europe,582.7299999999999,2011-05-29,2011-05-29,-195.0,0.03608247422680412
12427,Germany,Europe,708.3700000000001,2010-12-03,2011-11-18,-22.0,0.05660377358490566
12428,Finland,Europe,7877.200000000004,2011-03-01,2011-11-14,-26.0,0.17314487632508832
12429,Denmark,Europe,3750.400000000001,2010-12-09,2011-11-30,-10.0,0.07671232876712329
12430,Norway,Europe,256.4,2011-10-27,2011-10-27,-44.0,0.16279069767441862
12431,Australia,NotEurope,6416.389999999998,2010-12-01,2011-11-04,-36.0,0.2627345844504021
12432,Norway,Europe,5059.3200000000015,2011-06-20,2011-10-28,-43.0,0.12209302325581395
12433,Norway,Europe,13375.869999999992,2010-12-01,2011-12-09,-1.0,0.1126005361930295
12434,Australia,NotEurope,765.1899999999999,2011-03-24,2011-09-16,-85.0,0.05384615384615385
12435,Denmark,Europe,7829.889999999998,2011-03-17,2011-09-21,-80.0,0.052434456928838954
12436,Norway,Europe,509.01000000000005,2011-09-01,2011-09-01,-100.0,0.07070707070707072
12437,France,Europe,4896.659999999998,2011-01-12,2011-12-08,-2.0,0.3172205438066465
12438,Norway,Europe,2906.8500000000004,2011-07-22,2011-11-25,-15.0,0.09999999999999999
12441,France,Europe,173.55,2010-12-08,2010-12-08,-367.0,0.01912568306010929
12442,Spain,Europe,172.06,2011-12-06,2011-12-06,-4.0,2.333333333333333
12444,Norway,Europe,5005.46,2011-06-21,2011-11-18,-22.0,0.2046783625730994
12445,Spain,Europe,133.4,2011-11-17,2011-11-17,-23.0,0.3181818181818182
12446,RSA,NotEurope,1002.3099999999998,2011-10-13,2011-10-13,-58.0,0.12280701754385964
12447,Belgium,Europe,476.49,2011-04-10,2011-04-10,-244.0,0.02880658436213992
12448,Spain,Europe,449.4500000000001,2011-10-26,2011-10-26,-45.0,0.1590909090909091
12449,Belgium,Europe,4067.2900000000013,2011-06-05,2011-11-17,-23.0,0.1497326203208556
12450,Spain,Europe,197.88,2011-06-19,2011-07-06,-157.0,0.08092485549132948
12451,Switzerland,Europe,8933.519999999999,2011-01-19,2011-11-29,-11.0,0.10802469135802469
12452,Switzerland,Europe,428.57000000000005,2011-11-23,2011-11-23,-17.0,0.4375
12453,Austria,Europe,707.0899999999999,2011-07-28,2011-07-28,-135.0,0.05223880597014925
12454,Spain,Europe,-5.684341886080802e-14,2011-10-14,2011-10-14,-57.0,0.125
12455,Spain,Europe,2466.859999999997,2011-02-16,2011-09-27,-74.0,0.14189189189189189
12456,Switzerland,Europe,3153.889999999998,2011-03-30,2011-10-26,-45.0,0.0826771653543307
12457,Switzerland,Europe,1917.7799999999997,2011-04-14,2011-09-19,-82.0,0.14644351464435146
12458,Switzerland,Europe,947.4000000000001,2011-02-28,2011-09-29,-72.0,0.04929577464788733
12461,Switzerland,Europe,826.8800000000001,2011-07-08,2011-09-06,-95.0,0.09090909090909091
12462,Spain,Europe,1124.0099999999998,2011-02-09,2011-11-21,-19.0,0.04620462046204621
12463,Belgium,Europe,1303.6299999999997,2011-04-12,2011-10-17,-54.0,0.11618257261410789
12464,Belgium,Europe,1212.0499999999997,2011-02-03,2011-11-29,-11.0,0.15857605177993528
12465,Belgium,Europe,733.8900000000001,2011-06-23,2011-11-22,-18.0,0.08284023668639053
12468,Germany,Europe,724.04,2011-01-27,2011-06-05,-188.0,0.04430379746835443
12471,Germany,Europe,18740.91999999994,2010-12-10,2011-12-07,-3.0,0.3846153846153846
12472,Germany,Europe,6229.480000000004,2010-12-05,2011-11-07,-33.0,0.13279132791327913
12473,Germany,Europe,2848.2299999999996,2011-06-01,2011-11-10,-30.0,0.14659685863874347
12474,Germany,Europe,7116.469999999998,2011-01-14,2011-11-22,-18.0,0.3617021276595745
12475,Germany,Europe,723.38,2011-10-17,2011-10-17,-54.0,0.1320754716981132
12476,Germany,Europe,6546.580000000007,2011-01-31,2011-11-24,-16.0,0.20192307692307693
12477,Germany,Europe,13117.009999999993,2011-02-11,2011-11-17,-23.0,0.13953488372093023
12478,Greece,Europe,680.9900000000002,2011-12-06,2011-12-06,-4.0,2.333333333333333
12479,Germany,Europe,477.30000000000007,2011-11-28,2011-11-28,-12.0,0.6363636363636364
12480,Germany,Europe,3281.6300000000015,2011-01-07,2011-11-11,-29.0,0.08333333333333333
12481,Germany,Europe,5590.8600000000015,2010-12-09,2011-11-17,-23.0,0.15342465753424658
12483,Sweden,Europe,2327.130000000001,2011-01-04,2011-11-22,-18.0,0.16519174041297935
12484,Spain,Europe,4495.270000000002,2011-01-07,2011-11-07,-33.0,0.125
12488,France,Europe,1298.6599999999999,2011-09-25,2011-11-30,-10.0,0.28
12489,France,Europe,334.92999999999995,2011-01-07,2011-01-07,-337.0,0.020833333333333332
12490,France,Europe,5417.9299999999985,2011-01-14,2011-12-04,-6.0,0.2127659574468085
12491,France,Europe,460.4000000000001,2011-11-01,2011-11-01,-39.0,0.18421052631578946
12492,Germany,Europe,263.21,2011-08-26,2011-10-07,-64.0,0.13333333333333336
12493,France,Europe,416.79,2011-05-26,2011-06-27,-166.0,0.07106598984771573
12494,France,Europe,1139.3500000000006,2010-12-09,2011-11-24,-16.0,0.11506849315068492
12497,Germany,Europe,1043.1,2011-09-19,2011-09-19,-82.0,0.08641975308641975
12498,Germany,Europe,403.7,2011-10-13,2011-11-18,-22.0,0.24561403508771928
12500,Germany,Europe,4206.2699999999995,2011-01-10,2011-11-16,-24.0,0.21021021021021022
12501,Germany,Europe,2089.68,2011-01-07,2011-01-07,-337.0,0.020833333333333332
12502,Spain,Europe,3723.87,2011-02-03,2011-09-05,-96.0,0.11326860841423947
12504,Germany,Europe,114.00000000000001,2011-11-09,2011-11-09,-31.0,0.23333333333333334
12506,France,Europe,73.50000000000003,2011-04-21,2011-04-21,-233.0,0.030172413793103446
12507,Spain,Europe,1258.06,2011-02-14,2011-07-28,-135.0,0.04697986577181208
12508,France,Europe,398.2700000000001,2011-11-10,2011-11-13,-27.0,0.48275862068965514
12509,France,Europe,176.5,2011-02-28,2011-02-28,-285.0,0.024647887323943664
12510,Spain,Europe,982.57,2011-01-18,2011-07-20,-143.0,0.043076923076923075
12512,Israel,NotEurope,138.03000000000003,2011-10-04,2011-10-04,-67.0,0.10606060606060606
12513,France,Europe,586.7900000000001,2011-08-19,2011-08-19,-113.0,0.0625
12514,Italy,Europe,1017.6800000000002,2011-03-17,2011-03-17,-268.0,0.026217228464419477
12515,Italy,Europe,383.7,2010-12-21,2010-12-21,-354.0,0.019830028328611898
12516,Germany,Europe,1312.06,2011-06-12,2011-09-23,-78.0,0.07777777777777778
12517,Germany,Europe,2464.8899999999985,2011-06-02,2011-11-11,-29.0,0.14736842105263157
12518,Germany,Europe,2056.8899999999994,2011-08-21,2011-12-09,-1.0,0.3181818181818182
12519,Germany,Europe,340.84000000000003,2011-10-07,2011-10-07,-64.0,0.1111111111111111
12520,Germany,Europe,2582.5099999999998,2011-03-11,2011-09-21,-80.0,0.12820512820512822
12521,Germany,Europe,599.6800000000001,2011-07-20,2011-07-20,-143.0,0.04929577464788733
12522,Germany,Europe,192.72000000000003,2011-10-19,2011-10-31,-40.0,0.27450980392156865
12523,France,Europe,1745.5700000000006,2011-01-12,2011-11-20,-20.0,0.2326283987915408
12524,Germany,Europe,4485.719999999999,2011-01-10,2011-11-30,-10.0,0.16816816816816815
12526,Germany,Europe,1316.6600000000005,2011-09-06,2011-12-09,-1.0,0.22340425531914893
12527,Germany,Europe,348.71000000000004,2011-01-18,2011-09-19,-82.0,0.06461538461538462
12528,Germany,Europe,1922.2800000000009,2011-01-31,2011-11-30,-10.0,0.13461538461538464
12530,Germany,Europe,1623.6299999999994,2011-01-07,2011-10-11,-60.0,0.08333333333333333
12531,Germany,Europe,125.22,2011-11-25,2011-11-25,-15.0,0.5
12532,France,Europe,349.83,2011-11-09,2011-11-09,-31.0,0.23333333333333334
12534,Germany,Europe,1089.18,2011-08-01,2011-08-01,-131.0,0.05384615384615385
12535,France,Europe,716.3500000000001,2011-06-06,2011-09-09,-92.0,0.07526881720430108
12536,France,Europe,4106.820000000004,2011-10-11,2011-10-11,-60.0,0.11864406779661017
12538,Spain,Europe,363.95,2011-11-10,2011-11-10,-30.0,0.24137931034482757
12539,Spain,Europe,3852.4999999999986,2011-01-10,2011-11-17,-23.0,0.08408408408408408
12540,Spain,Europe,13309.039999999992,2010-12-13,2011-11-20,-20.0,0.3296398891966759
12541,Spain,Europe,981.1800000000002,2011-03-04,2011-11-10,-30.0,0.075
12544,Spain,Europe,355.7,2011-11-03,2011-11-03,-37.0,0.19444444444444442
12545,Spain,Europe,1000.3899999999999,2011-03-25,2011-09-25,-76.0,0.05405405405405406
12546,Spain,Europe,1141.5,2011-09-23,2011-10-24,-47.0,0.18181818181818182
12547,Spain,Europe,207.8,2011-03-04,2011-05-26,-198.0,0.049999999999999996
12548,Spain,Europe,95.19999999999999,2011-06-26,2011-06-26,-167.0,0.042168674698795185
12550,Spain,Europe,964.8299999999994,2011-09-21,2011-09-21,-80.0,0.08860759493670886
12551,Spain,Europe,168.0,2010-12-17,2010-12-17,-358.0,0.0196078431372549
12552,Italy,Europe,437.81999999999994,2011-10-31,2011-11-01,-39.0,0.358974358974359
12553,France,Europe,3652.2500000000014,2011-01-14,2011-12-01,-9.0,0.2127659574468085
12556,Spain,Europe,603.7099999999998,2011-07-11,2011-10-20,-51.0,0.09271523178807947
12557,Spain,Europe,11990.96,2010-12-03,2011-11-23,-17.0,0.09433962264150944
12558,USA,NotEurope,2.6645352591003757e-14,2011-12-02,2011-12-02,-8.0,1.0
12559,Germany,Europe,536.2099999999999,2011-01-24,2011-02-02,-311.0,0.0438871473354232
12560,Germany,Europe,2101.3900000000003,2011-07-19,2011-12-04,-6.0,0.14685314685314685
12561,Germany,Europe,238.85,2011-02-10,2011-02-10,-303.0,0.023178807947019868
12562,France,Europe,3781.7400000000025,2011-05-25,2011-12-01,-9.0,0.24747474747474746
12564,France,Europe,456.9000000000001,2011-03-23,2011-03-23,-262.0,0.026819923371647507
12565,Saudi Arabia,NotEurope,131.17,2011-02-24,2011-02-24,-289.0,0.024305555555555552
12566,Germany,Europe,346.70000000000005,2011-09-14,2011-09-14,-87.0,0.08139534883720931
12567,France,Europe,9114.939999999993,2010-12-05,2011-11-17,-23.0,0.17073170731707318
12569,Germany,Europe,4064.989999999999,2011-04-01,2011-12-07,-3.0,0.7222222222222222
12571,France,Europe,519.6099999999999,2011-08-10,2011-10-31,-40.0,0.11570247933884298
12572,Germany,Europe,1004.7200000000003,2011-10-19,2011-12-01,-9.0,0.27450980392156865
12573,France,Europe,160.54,2011-04-26,2011-04-26,-228.0,0.030837004405286347
12574,France,Europe,218.45000000000002,2011-01-28,2011-01-28,-316.0,0.022222222222222223
12576,Poland,Europe,1306.9799999999998,2011-02-08,2011-11-04,-36.0,0.11513157894736842
12577,France,Europe,595.4000000000001,2010-12-15,2011-11-04,-36.0,0.03899721448467967
12578,Italy,Europe,2753.3599999999988,2011-01-13,2011-11-18,-22.0,0.04242424242424243
12579,France,Europe,410.71999999999997,2011-09-22,2011-09-22,-79.0,0.08974358974358974
12580,Germany,Europe,415.7,2011-04-07,2011-04-07,-247.0,0.02845528455284553
12581,Germany,Europe,197.70999999999998,2011-10-31,2011-10-31,-40.0,0.1794871794871795
12582,Finland,Europe,511.3599999999999,2011-02-24,2011-04-15,-239.0,0.048611111111111105
12583,France,Europe,7187.339999999993,2010-12-01,2011-12-07,-3.0,0.2815013404825737
12584,Italy,Europe,1893.9500000000005,2011-03-04,2011-12-06,-4.0,0.19999999999999998
12585,Germany,Europe,1982.809999999999,2010-12-23,2011-04-19,-235.0,0.039886039886039885
12586,Italy,Europe,179.94,2011-11-22,2011-11-22,-18.0,0.4117647058823529
12587,Finland,Europe,144.0,2011-12-02,2011-12-02,-8.0,1.0
12588,Finland,Europe,214.9,2011-10-31,2011-10-31,-40.0,0.1794871794871795
12589,France,Europe,646.6800000000001,2011-07-18,2011-11-11,-29.0,0.09722222222222221
12590,Germany,Europe,9861.380000000003,2011-05-12,2011-05-12,-212.0,0.03317535545023697
12591,Italy,Europe,452.84999999999985,2011-01-26,2011-01-26,-318.0,0.022082018927444793
12592,Germany,Europe,437.59999999999997,2011-05-10,2011-09-08,-93.0,0.06572769953051644
12593,France,Europe,418.09999999999997,2011-05-05,2011-08-23,-109.0,0.0963302752293578
12594,Italy,Europe,3320.2199999999984,2011-01-21,2011-11-02,-38.0,0.1956521739130435
12596,Spain,Europe,618.27,2011-04-11,2011-10-19,-52.0,0.05785123966942149
12597,Spain,Europe,3683.1300000000015,2011-03-16,2011-11-20,-20.0,0.1044776119402985
12598,France,Europe,3002.679999999999,2011-02-28,2011-11-30,-10.0,0.17253521126760563
12599,France,Europe,1032.5800000000006,2011-02-08,2011-11-10,-30.0,0.1611842105263158
12600,Germany,Europe,2581.0400000000004,2010-12-03,2011-11-11,-29.0,0.18867924528301888
12601,Germany,Europe,569.5600000000001,2011-01-11,2011-06-03,-190.0,0.10542168674698796
12602,France,Europe,153.12000000000003,2011-10-12,2011-10-12,-59.0,0.12068965517241378
12603,Germany,Europe,739.1999999999999,2011-11-18,2011-11-18,-22.0,0.3333333333333333
12604,France,Europe,254.17999999999995,2011-03-23,2011-09-21,-80.0,0.053639846743295014
12607,USA,NotEurope,3.339550858072471e-13,2011-10-10,2011-10-10,-61.0,0.11666666666666667
12609,Germany,Europe,1126.8500000000001,2011-01-25,2011-09-22,-79.0,0.0660377358490566
12610,Italy,Europe,2057.9900000000007,2011-08-05,2011-11-17,-23.0,0.2777777777777778
12611,Italy,Europe,1193.32,2011-10-18,2011-10-18,-53.0,0.13461538461538464
12612,Germany,Europe,643.5900000000001,2011-09-26,2011-09-26,-75.0,0.0945945945945946
12613,Germany,Europe,3218.979999999998,2011-03-22,2011-10-13,-58.0,0.08015267175572519
12614,Germany,Europe,315.59999999999997,2011-03-07,2011-03-07,-278.0,0.025270758122743684
12615,France,Europe,2291.1900000000005,2011-06-24,2011-12-07,-3.0,0.16666666666666666
12616,France,Europe,657.25,2011-02-15,2011-09-05,-96.0,0.04713804713804714
12617,France,Europe,355.53000000000014,2011-11-10,2011-11-10,-30.0,0.24137931034482757
12618,Italy,Europe,177.31,2011-11-18,2011-11-18,-22.0,0.3333333333333333
12619,Germany,Europe,3214.81,2011-03-31,2011-11-23,-17.0,0.22134387351778656
12620,France,Europe,1339.4099999999999,2011-05-19,2011-11-25,-15.0,0.10294117647058823
12621,Germany,Europe,13612.069999999998,2010-12-09,2011-12-08,-2.0,0.32602739726027397
12622,Germany,Europe,180.09999999999997,2011-04-21,2011-04-21,-233.0,0.030172413793103446
12623,Germany,Europe,305.1,2011-03-08,2011-03-08,-277.0,0.025362318840579712
12624,France,Europe,641.1300000000001,2011-06-15,2011-08-25,-107.0,0.0790960451977401
12625,Germany,Europe,2614.3199999999997,2011-01-24,2011-05-12,-212.0,0.0438871473354232
12626,Germany,Europe,6388.3499999999985,2011-01-17,2011-11-16,-24.0,0.19325153374233128
12627,Germany,Europe,4478.53,2011-07-22,2011-11-29,-11.0,0.35000000000000003
12628,Germany,Europe,769.6099999999998,2011-10-06,2011-12-05,-5.0,0.328125
12630,Finland,Europe,1270.8799999999999,2011-10-27,2011-11-30,-10.0,0.32558139534883723
12631,Finland,Europe,640.5000000000002,2011-10-13,2011-10-13,-58.0,0.12280701754385964
12633,Germany,Europe,2140.6299999999997,2011-02-25,2011-10-12,-59.0,0.0975609756097561
12635,Germany,Europe,1689.18,2011-07-08,2011-09-11,-90.0,0.09090909090909091
12637,France,Europe,5953.250000000001,2011-01-20,2011-10-03,-68.0,0.15170278637770898
12638,Sweden,Europe,671.69,2011-11-06,2011-11-06,-34.0,0.21212121212121213
12639,Sweden,Europe,486.1,2011-04-15,2011-04-15,-239.0,0.029411764705882353
12640,France,Europe,1174.58,2011-09-19,2011-11-16,-24.0,0.25925925925925924
12641,Sweden,Europe,185.9,2011-08-16,2011-08-16,-116.0,0.06086956521739131
12642,Germany,Europe,1013.26,2011-08-24,2011-11-14,-26.0,0.19626168224299065
12643,France,Europe,3344.6400000000003,2011-01-11,2011-08-03,-129.0,0.10542168674698796
12644,Germany,Europe,477.9100000000001,2011-08-02,2011-08-02,-130.0,0.05426356589147287
12645,Germany,Europe,1755.3800000000006,2011-01-27,2011-11-06,-34.0,0.08860759493670886
12646,USA,NotEurope,1346.9700000000003,2011-10-21,2011-12-05,-5.0,0.2857142857142857
12647,Germany,Europe,3669.9200000000005,2010-12-05,2011-11-17,-23.0,0.2086720867208672
12648,Germany,Europe,318.05,2011-07-08,2011-07-08,-155.0,0.045454545454545456
12649,Germany,Europe,603.7099999999999,2011-05-11,2011-08-24,-108.0,0.0660377358490566
12650,France,Europe,314.44,2011-12-06,2011-12-06,-4.0,2.333333333333333
12651,France,Europe,114.00000000000003,2011-01-09,2011-01-09,-335.0,0.02095808383233533
12652,France,Europe,914.5299999999997,2011-01-12,2011-01-12,-332.0,0.021148036253776436
12653,Israel,NotEurope,2209.8500000000004,2011-02-16,2011-07-14,-149.0,0.0472972972972973
12654,Germany,Europe,601.98,2011-02-17,2011-11-29,-11.0,0.09491525423728814
12656,France,Europe,3982.720000000002,2011-04-20,2011-11-22,-18.0,0.15021459227467812
12657,France,Europe,1152.06,2011-09-22,2011-11-28,-12.0,0.2692307692307693
12658,Germany,Europe,686.0500000000001,2011-11-21,2011-11-21,-19.0,0.38888888888888884
12659,France,Europe,91.68,2011-11-10,2011-11-10,-30.0,0.24137931034482757
12660,France,Europe,245.10000000000002,2011-11-28,2011-11-28,-12.0,0.6363636363636364
12662,Germany,Europe,3817.079999999999,2010-12-01,2011-12-09,-1.0,0.18766756032171583
12664,Finland,Europe,4863.879999999999,2011-01-21,2011-12-01,-9.0,0.1956521739130435
12665,Germany,Europe,61.75,2011-01-19,2011-01-19,-325.0,0.021604938271604937
12667,Finland,Europe,620.13,2011-10-12,2011-10-12,-59.0,0.12068965517241378
12668,Germany,Europe,3743.180000000002,2010-12-19,2011-11-28,-12.0,0.07887323943661972
12669,France,Europe,1607.73,2011-03-28,2011-07-12,-151.0,0.0546875
12670,France,Europe,2986.1500000000005,2011-04-21,2011-11-29,-11.0,0.15086206896551724
12672,France,Europe,225.9,2011-01-14,2011-01-14,-330.0,0.02127659574468085
12673,Germany,Europe,610.52,2011-01-17,2011-12-04,-6.0,0.04294478527607362
12674,France,Europe,1919.3100000000002,2011-05-16,2011-11-01,-39.0,0.13526570048309178
12676,Sweden,Europe,1331.3900000000006,2011-02-01,2011-11-15,-25.0,0.13504823151125403
12678,France,Europe,17588.260000000002,2010-12-21,2011-10-28,-43.0,0.17847025495750707
12679,France,Europe,1058.67,2011-03-01,2011-10-12,-59.0,0.0989399293286219
12680,France,Europe,862.81,2011-08-18,2011-12-09,-1.0,0.24778761061946902
12681,France,Europe,13677.59,2010-12-07,2011-11-25,-15.0,0.38147138964577654
12682,France,Europe,12288.219999999998,2010-12-03,2011-12-06,-4.0,0.5094339622641509
12683,France,Europe,8221.09,2010-12-09,2011-12-05,-5.0,0.21095890410958906
12684,France,Europe,2283.6299999999997,2011-05-10,2011-12-02,-8.0,0.23004694835680753
12685,France,Europe,2863.0800000000004,2011-09-07,2011-11-11,-29.0,0.45161290322580644
12686,France,Europe,89.14,2010-12-03,2010-12-03,-372.0,0.01886792452830189
12688,Israel,NotEurope,4873.810000000005,2011-08-18,2011-08-18,-114.0,0.061946902654867256
12689,France,Europe,1247.61,2011-08-04,2011-11-14,-26.0,0.11023622047244094
12690,France,Europe,389.00999999999993,2011-05-18,2011-05-18,-206.0,0.03414634146341464
12691,France,Europe,1035.8,2010-12-17,2011-11-11,-29.0,0.11764705882352941
12693,Germany,Europe,830.9599999999997,2011-01-24,2011-08-04,-128.0,0.0877742946708464
12694,France,Europe,869.6699999999998,2011-06-09,2011-09-30,-71.0,0.07650273224043716
12695,France,Europe,582.1,2011-05-13,2011-12-02,-8.0,0.13333333333333336
12697,Sweden,Europe,939.02,2011-06-23,2011-11-11,-29.0,0.1242603550295858
12700,France,Europe,4867.990000000006,2011-05-08,2011-12-02,-8.0,0.13023255813953488
12701,Germany,Europe,797.7099999999999,2011-04-11,2011-09-21,-80.0,0.05785123966942149
12702,Germany,Europe,219.0,2011-11-20,2011-11-20,-20.0,0.3684210526315789
12703,Germany,Europe,274.69999999999993,2011-09-29,2011-09-29,-72.0,0.09859154929577466
12704,Finland,Europe,2220.84,2011-06-23,2011-12-02,-8.0,0.2899408284023669
12705,Germany,Europe,6814.240000000004,2010-12-17,2011-11-24,-16.0,0.1568627450980392
12707,France,Europe,603.42,2011-02-21,2011-02-21,-292.0,0.024054982817869414
12708,Germany,Europe,2616.320000000001,2010-12-06,2011-11-10,-30.0,0.1902173913043478
12709,Germany,Europe,9294.099999999993,2010-12-08,2011-11-24,-16.0,0.28688524590163933
12710,Germany,Europe,1130.5700000000006,2011-05-22,2011-09-04,-97.0,0.1044776119402985
12712,Germany,Europe,4241.629999999999,2010-12-03,2011-11-11,-29.0,0.24528301886792453
12713,Germany,Europe,848.5499999999998,2011-12-09,2011-12-09,-1.0,0.16593665095096335
12714,France,Europe,4708.859999999994,2011-02-18,2011-11-30,-10.0,0.11904761904761905
12715,Sweden,Europe,353.85999999999996,2011-08-25,2011-08-25,-107.0,0.0660377358490566
12716,France,Europe,1053.4899999999996,2011-07-29,2011-12-06,-4.0,0.10526315789473684
12717,Greece,Europe,980.98,2011-04-08,2011-07-11,-152.0,0.05714285714285715
12718,France,Europe,238.25000000000003,2011-09-29,2011-09-29,-72.0,0.09859154929577466
12719,France,Europe,608.0999999999999,2011-10-05,2011-12-04,-6.0,0.2153846153846154
